Area	Bairro	Cidade	Endereco	Estado	Latitude	Longitude	Quartos	Suites	Vagas	Tipo	Transacao	Valor
65	Tijuca	Rio de Janeiro	Rua do Bispo	RJ	-22.9236614	-43.213314	2	1	1	Apartamento	Venda	399000
82	Recreio dos Bandeirantes	Rio de Janeiro	Av Jose Luiz Ferraz	RJ	-23.0214327	-43.4865062	2	1	1	Apartamento	Venda	519000
201	Copacabana	Rio de Janeiro	Rua Domingos Ferreira	RJ	-22.9756593	-43.18867731	4	1	0	Apartamento	Venda	1980000
160	Lagoa	Rio de Janeiro	Avenida Alexandre Ferreira	RJ	-22.9622716	-43.2068005	4	1	2	Apartamento	Venda	2500000
70	Vila Isabel	Rio de Janeiro	Rua Teodoro da Silva	RJ	-22.9175389	-43.2446325	2	0	1	Apartamento	Venda	425000
275	Copacabana	Rio de Janeiro	Avenida Atlântica	RJ	-22.9703176	-43.1830348	4	0	2	Apartamento	Venda	3150000
66	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Tim Maia	RJ	-23.0035061	-43.4842296	2	1	1	Apartamento	Venda	369000
185	Lagoa	Rio de Janeiro	Avenida Epitácio Pessoa	RJ	-22.9721385	-43.2079714	3	1	2	Apartamento	Venda	3200000
68	Recreio dos Bandeirantes	Rio de Janeiro	Avenida das Américas	RJ	-23.000511	-43.402264	2	1	1	Apartamento	Venda	480000
223	Lagoa	Rio de Janeiro	Avenida Borges de Medeiros	RJ	-22.9624689	-43.2109449	4	3	3	Apartamento	Venda	4850000
162	Copacabana	Rio de Janeiro	Avenida Nossa Senhora de Copacabana	RJ	-22.9791718	-43.1914642	3	2	0	Apartamento	Venda	1899000
82	São Cristóvão	Rio de Janeiro	Rua Almirante Baltazar	RJ	-22.90798	-43.2218183	1	1	1	Apartamento	Venda	645000
140	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0088149	-43.329184	3	1	2	Apartamento	Venda	1837500
160	Ipanema	Rio de Janeiro	Rua Nascimento Silva	RJ	-22.9820466	-43.2040226	4	1	2	Apartamento	Venda	2750000
55	Cachambi	Rio de Janeiro	Rua Garcia Redondo	RJ	-22.8902504	-43.2748804	3	0	1	Apartamento	Venda	400000
135	Ipanema	Rio de Janeiro	Rua Barão de Jaguaripe	RJ	-22.9816023	-43.2061293	3	1	1	Apartamento	Venda	3350000
93	Tijuca	Rio de Janeiro	Rua Mariz e Barros	RJ	-22.9208056	-43.2208727	3	1	1	Apartamento	Venda	878896
74	Barra da Tijuca	Rio de Janeiro	Avenida Malibu	RJ	-23.0014659	-43.3911897	2	1	0	Apartamento	Venda	650000
98	Barra da Tijuca	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9651412	-43.3851843	2	1	1	Apartamento	Venda	749993
75	Tijuca	Rio de Janeiro	Rua Professor Gabizo	RJ	-22.919714	-43.2194011	2	0	1	Apartamento	Venda	450000
100	Botafogo	Rio de Janeiro	Rua General Polidoro	RJ	-22.9526864	-43.182641	2	1	1	Apartamento	Venda	1390000
295	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0098381	-43.3510998	4	4	4	Apartamento	Venda	6900000
81	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Araguaia	RJ	-22.9362944	-43.3402993	3	1	1	Apartamento	Venda	612500
129	Jardim Guanabara	Rio de Janeiro	Rua Francisco Gois Calmon	RJ	-22.8141204	-43.1983255	3	1	1	Apartamento	Venda	630000
35	Leblon	Rio de Janeiro	Rua Aristides Espinola	RJ	-22.9878524	-43.2262956	1	0	0	Apartamento	Venda	950000
114	Maracanã	Rio de Janeiro	Rua Oito de Dezembro	RJ	-22.9095937	-43.239957	3	1	1	Apartamento	Venda	450000
28	Maracanã	Rio de Janeiro	Rua Senador Furtado	RJ	-22.9110058	-43.2194557	1	0	0	Apartamento	Venda	300000
66	Recreio dos Bandeirantes	Rio de Janeiro	Rua Nilton Santos	RJ	-14.235004	-51.92528	2	1	1	Apartamento	Venda	335000
40	Ipanema	Rio de Janeiro	Rua Visconde de Pirajá	RJ	-22.9839826	-43.2138688	1	0	0	Apartamento	Venda	800000
231	Leblon	Rio de Janeiro	Rua Almirante Guilhem	RJ	-22.9859682	-43.2184629	4	3	3	Apartamento	Venda	14900000
104	Recreio dos Bandeirantes	Rio de Janeiro	Rua Teixeira Heizer	RJ	-14.235004	-51.92528	2	1	1	Apartamento	Venda	519000
59	Jardim Botânico	Rio de Janeiro	Rua Lópes Quintas	RJ	-22.9627114	-43.2228542	2	0	1	Apartamento	Venda	790000
50	São Cristóvão	Rio de Janeiro	Rua Antônio Henrique de Noronha	RJ	-26.9225117	-49.0607072	2	0	0	Apartamento	Venda	275000
74	Tijuca	Rio de Janeiro	Rua São Francisco Xavier	RJ	-22.921337	-43.2217519	2	0	0	Apartamento	Venda	540000
400	Flamengo	Rio de Janeiro	Praia do Flamengo	RJ	-22.9381514	-43.1738919	5	2	1	Apartamento	Venda	4250000
86	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Genaro de Carvalho	RJ	-23.0157302	-43.4553725	2	1	1	Apartamento	Venda	460000
54	Cachambi	Rio de Janeiro	Rua Cristóvão Colombo	RJ	-22.894256	-43.269498	2	0	1	Apartamento	Venda	265000
67	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Tim Maia	RJ	-23.003108	-43.4838283	2	1	1	Apartamento	Venda	360000
71	Grajaú	Rio de Janeiro	Rua Uberaba	RJ	-22.924262	-43.257485	2	1	1	Apartamento	Venda	595000
68	Barra da Tijuca	Rio de Janeiro	Rua Coronel Paulo Malta Rezende	RJ	-23.0027784	-43.3273778	2	1	1	Apartamento	Venda	630000
547	Centro	Rio de Janeiro	Rua Joaquim Silva	RJ	-22.9155859	-43.1789481	11	3	0	Apartamento	Venda	800000
95	Riachuelo	Rio de Janeiro	Rua Lino Teixeira	RJ	-22.894645	-43.2556104	3	0	0	Apartamento	Venda	245000
110	Ipanema	Rio de Janeiro	Visconde de Pirajá	RJ	-22.9845569	-43.1953258	3	1	1	Apartamento	Venda	1730000
77	São Francisco Xavier	Rio de Janeiro	Rua São Francisco Xavier	RJ	-22.9044608	-43.2429799	3	0	1	Apartamento	Venda	450000
85	Tijuca	Rio de Janeiro	Rua Rego Lópes	RJ	-22.9259217	-43.2232061	3	0	0	Apartamento	Venda	380000
88	Botafogo	Rio de Janeiro	Rua São Clemente	RJ	-22.9514384	-43.1937579	2	2	1	Apartamento	Venda	1190000
96	Laranjeiras	Rio de Janeiro	Rua Presidente Carlos de Campos	RJ	-22.1235774	-43.2111343	2	0	0	Apartamento	Venda	880000
67	Riachuelo	Rio de Janeiro	Rua Barbosa da Silva	RJ	-22.8979928	-43.2536572	2	1	2	Apartamento	Venda	386000
40	Flamengo	Rio de Janeiro	Rua Marquês de Abrantes	RJ	-22.938698	-43.1782351	1	0	0	Apartamento	Venda	630000
74	Cachambi	Rio de Janeiro	Rua Miguel Ângelo	RJ	-22.8909871	-43.2678532	3	1	1	Apartamento	Venda	265000
110	Península	Rio de Janeiro	Rua Jacarandás da Península	RJ	-26.9225117	-49.0607072	3	1	1	Apartamento	Venda	1100000
125	Tijuca	Rio de Janeiro	Rua Bom Pastor	RJ	-22.9283056	-43.2302458	3	1	2	Apartamento	Venda	770000
60	Grajaú	Rio de Janeiro	Rua Visconde de Santa Isabel	RJ	-22.917123	-43.260875	2	0	1	Apartamento	Venda	319000
100	Tijuca	Rio de Janeiro	Rua Antônio Basílio	RJ	-22.9245731	-43.2352148	3	1	1	Apartamento	Venda	690000
111	Tijuca	Rio de Janeiro	Rua Carlos de Vasconcelos	RJ	-22.924159	-43.231751	2	1	2	Apartamento	Venda	649999
169	Barra da Tijuca	Rio de Janeiro	Avenida das Américas	RJ	-23.0025053	-43.4236365	3	3	3	Apartamento	Venda	1400000
113	Barra da Tijuca	Rio de Janeiro	Avenida Prefeito Dulcídio Cardoso	RJ	-23.0103781	-43.4218709	3	1	2	Apartamento	Venda	1300000
475	Lagoa	Rio de Janeiro	Rua Sacopa	RJ	-22.9644885	-43.2015119	2	2	2	Apartamento	Venda	4750000
170	Recreio dos Bandeirantes	Rio de Janeiro	Rua Clóvis Salgado	RJ	-23.0221589	-43.460467	2	2	4	Apartamento	Venda	990000
126	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0100315	-43.3435784	3	2	2	Apartamento	Venda	2389993
74	Lagoa	Rio de Janeiro	Rua Fonte da Saudade	RJ	-22.9615513	-43.2026578	2	1	1	Apartamento	Venda	1200000
85	Copacabana	Rio de Janeiro	Rua Paula Freitas	RJ	-22.9665524	-43.1837892	2	0	0	Apartamento	Venda	760000
55	Irajá	Rio de Janeiro	Rua Caobi	RJ	-22.8486097	-43.3273073	2	0	1	Apartamento	Venda	225000
188	Copacabana	Rio de Janeiro	Rua Bolivar	RJ	-22.9757605	-43.1930431	4	0	2	Apartamento	Venda	2300000
170	Barra da Tijuca	Rio de Janeiro	Rua John Kennedy	RJ	-23.0104078	-43.3197638	3	1	2	Apartamento	Venda	1500000
90	Copacabana	Rio de Janeiro	Rua Toneleros 	RJ	-22.9068467	-43.1728965	2	1	0	Apartamento	Venda	969000
30	Tijuca	Rio de Janeiro	Rua Adalberto Aranha	RJ	-22.9237025	-43.2387107	1	1	0	Apartamento	Venda	350000
68	Barra da Tijuca	Rio de Janeiro	Avenida Prefeito Dulcídio Cardoso	RJ	-23.005171	-43.3489229	1	0	2	Apartamento	Venda	720000
65	Laranjeiras	Rio de Janeiro	Rua Pereira da Silva	RJ	-22.9308619	-43.190072	2	0	0	Apartamento	Venda	375000
40	Ipanema	Rio de Janeiro	Rua Vinícius de Moraes	RJ	-22.9852164	-43.2028939	1	1	1	Apartamento	Venda	850000
166	Gávea	Rio de Janeiro	Rua Marquês de São Vicente	RJ	-22.9770345	-43.2323875	2	1	1	Apartamento	Venda	1950000
86	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Genaro de Carvalho	RJ	-23.0215371	-43.479096	2	1	1	Apartamento	Venda	459993
85	Botafogo	Rio de Janeiro	Rua São Clemente	RJ	-22.9499268	-43.1872361	2	0	1	Apartamento	Venda	1200000
62	Vila Isabel	Rio de Janeiro	Rua Senador Nabuco	RJ	-22.9126553	-43.2471439	2	0	1	Apartamento	Venda	230000
110	São Conrado	Rio de Janeiro	Rua General Olímpio Mourão Filho	RJ	-22.9921765	-43.2510704	2	1	1	Apartamento	Venda	1150000
130	Leblon	Rio de Janeiro	Rua Sambaíba	RJ	-22.9866154	-43.2315439	3	1	2	Apartamento	Venda	2600000
86	Barra da Tijuca	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9657105	-43.3864758	3	1	1	Apartamento	Venda	635000
108	Tijuca	Rio de Janeiro	Rua Desembargador Izidro	RJ	-22.9288059	-43.2336918	3	1	1	Apartamento	Venda	780000
86	Ipanema	Rio de Janeiro	Rua Vinícius de Moraes	RJ	-22.9827282	-43.2025799	2	1	0	Apartamento	Venda	1490000
95	Copacabana	Rio de Janeiro	Avenida Atlântica	RJ	-22.9718393	-43.1847993	3	1	0	Apartamento	Venda	1599994
93	Barra da Tijuca	Rio de Janeiro	Rua Bauhíneas da Península	RJ	-22.9881947	-43.3577987	2	1	1	Apartamento	Venda	1005000
86	Olaria	Rio de Janeiro	Rua Leonidia	RJ	-22.8533039	-43.2660622	3	0	1	Apartamento	Venda	320000
82	Ipanema	Rio de Janeiro	Rua Joana Angélica	RJ	-22.9827027	-43.2047751	2	2	2	Apartamento	Venda	2280000
88	Laranjeiras	Rio de Janeiro	Rua Marquesa de Santos	RJ	-22.9304055	-43.1812416	2	1	1	Apartamento	Venda	1250000
74	Botafogo	Rio de Janeiro	Rua São Clemente	RJ	-22.9490154	-43.1861771	2	1	1	Apartamento	Venda	1050000
197	Maracanã	Rio de Janeiro	Rua Professor Euríco Rabelo	RJ	-22.914269	-43.23064	5	0	1	Apartamento	Venda	600000
75	Barra da Tijuca	Rio de Janeiro	Avenida Salvador Allende	RJ	-23.0000275	-43.4305059	3	2	0	Apartamento	Venda	450000
105	Botafogo	Rio de Janeiro	Rua General Severiano	RJ	-22.953202	-43.1778383	3	0	1	Apartamento	Venda	1050000
105	Botafogo	Rio de Janeiro	Rua São Clemente	RJ	-22.9515679	-43.1946729	3	0	1	Apartamento	Venda	738000
40	Copacabana	Rio de Janeiro	Avenida Nossa Senhora de Copacabana	RJ	-22.9745526	-43.1889914	1	0	0	Apartamento	Venda	599000
210	Praça da Bandeira	Rio de Janeiro	Rua do Matoso	RJ	-22.9164783	-43.2121732	3	1	1	Apartamento	Venda	850000
44	Flamengo	Rio de Janeiro	Rua Marquês de Abrantes	RJ	-22.938698	-43.1782351	1	1	0	Apartamento	Venda	550000
40	Copacabana	Rio de Janeiro	Rua Ministro Viveiros de Castro	RJ	-22.9632079	-43.1750306	1	0	0	Apartamento	Venda	550000
87	Ipanema	Rio de Janeiro	Rua Prudente de Morais	RJ	-22.9852688	-43.2076445	2	1	1	Apartamento	Venda	2390000
230	Barra da Tijuca	Rio de Janeiro	Rua César Lattes	RJ	-23.0026583	-43.4265644	3	1	2	Apartamento	Venda	1690000
83	Urca	Rio de Janeiro	Rua Marechal Ramon Castilla	RJ	-14.235004	-51.92528	2	1	1	Apartamento	Venda	1200000
310	Lagoa	Rio de Janeiro	Avenida Epitácio Pessoa	RJ	-22.9715662	-43.2075901	4	1	1	Apartamento	Venda	3750000
55	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Cabo Geraldo Calderaro	RJ	-22.9423498	-43.3578204	2	0	1	Apartamento	Venda	285000
238	Tijuca	Rio de Janeiro	Rua Dezoito de Outubro	RJ	-22.9362098	-43.2432855	4	1	2	Apartamento	Venda	1050000
133	Botafogo	Rio de Janeiro	Rua Dona Mariana	RJ	-14.235004	-51.92528	4	2	2	Apartamento	Venda	1851759
248	Barra da Tijuca	Rio de Janeiro	Avenida Jornalista Tim Lopes	RJ	-22.9981029	-43.3471208	4	2	3	Apartamento	Venda	2375000
71	Copacabana	Rio de Janeiro	Rua Barata Ribeiro	RJ	-22.9680904	-43.1847503	2	0	0	Apartamento	Venda	630000
83	Tijuca	Rio de Janeiro	Rua Conde de Bonfim	RJ	-22.935241	-43.243407	2	1	1	Apartamento	Venda	570000
236	Copacabana	Rio de Janeiro	Avenida Atlântica	RJ	-22.9734114	-43.1862809	4	0	1	Apartamento	Venda	4800000
85	Jardim Botânico	Rio de Janeiro	Rua Jardim Botânico	RJ	-22.9603044	-43.2044475	3	0	0	Apartamento	Venda	1250000
130	Irajá	Rio de Janeiro	Rua Honório de Almeida	RJ	-22.837593	-43.3238662	4	1	2	Apartamento	Venda	470000
63	Centro	Rio de Janeiro	Rua Riachuelo	RJ	-22.911967	-43.1930509	2	0	0	Apartamento	Venda	350000
70	Anchieta	Rio de Janeiro	Avenida Chrisóstomo Pimentel de Oliveira	RJ	-22.8192581	-43.3949186	1	0	0	Apartamento	Venda	85000
66	Botafogo	Rio de Janeiro	Rua Real Grandeza	RJ	-22.9570648	-43.1915771	2	1	1	Apartamento	Venda	745000
40	Copacabana	Rio de Janeiro	Rua Domingos Ferreira	RJ	-22.972905	-43.186912	1	0	0	Apartamento	Venda	495000
95	Tijuca	Rio de Janeiro	Rua Valparaíso	RJ	-22.9240017	-43.2232587	3	1	2	Apartamento	Venda	489999
525	Flamengo	Rio de Janeiro	Avenida Rui Barbosa	RJ	-26.9225117	-49.0607072	4	2	1	Apartamento	Venda	3700000
152	Leblon	Rio de Janeiro	Rua Cupertino Durão	RJ	-22.9833699	-43.2209699	3	0	1	Apartamento	Venda	3200000
81	Vila Isabel	Rio de Janeiro	Rua Teodoro da Silva	RJ	-22.918839	-43.252454	3	0	2	Apartamento	Venda	530000
94	Copacabana	Rio de Janeiro	Rua Hilário de Gouveia	RJ	-22.9680518	-43.183993	3	1	0	Apartamento	Venda	1230000
90	Jardim Guanabara	Rio de Janeiro	Rua Bom Retiro	RJ	-26.9225117	-49.0607072	3	1	1	Apartamento	Venda	430000
107	Leblon	Rio de Janeiro	Rua Humberto de Campos	RJ	-22.9818924	-43.2204256	3	0	2	Apartamento	Venda	1850000
510	Barra da Tijuca	Rio de Janeiro	Avenida Pref Dulcidio Cardoso	RJ	-23.00647523	-43.34847625	4	4	4	Apartamento	Venda	12000000
94	Tijuca	Rio de Janeiro	Rua Uruguai	RJ	-22.9355698	-43.2388259	2	1	1	Apartamento	Venda	850000
232	Leblon	Rio de Janeiro	Rua Cupertino Durão	RJ	-22.9817876	-43.2211671	3	1	3	Apartamento	Venda	5900000
300	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0140439	-43.4012944	4	1	2	Apartamento	Venda	3150000
140	Gávea	Rio de Janeiro	Rua Artur Araripe	RJ	-22.9770508	-43.2272249	3	1	1	Apartamento	Venda	2000000
33	Méier	Rio de Janeiro	Rua Maria Calmon	RJ	-22.9045973	-43.276856	1	0	0	Apartamento	Venda	185000
115	Botafogo	Rio de Janeiro	Rua São Clemente	RJ	-22.9515679	-43.1946729	3	0	0	Apartamento	Venda	735000
111	Praia da Bandeira	Rio de Janeiro	Rua Capitão Barbosa	RJ	-22.8099821	-43.1782706	3	1	1	Apartamento	Venda	650000
86	Tijuca	Rio de Janeiro	Rua Pinto Guedes	RJ	-22.9341931	-43.246633	2	1	1	Apartamento	Venda	700000
97	Botafogo	Rio de Janeiro		RJ	-22.9068467	-43.1728965	2	1	1	Apartamento	Venda	850000
64	Ipanema	Rio de Janeiro	Rua Visconde de Pirajá	RJ	-22.9843328	-43.2001144	2	0	1	Apartamento	Venda	1470000
58	Jardim América	Rio de Janeiro	Rua George Bizet	RJ	-22.8089637	-43.3203313	3	0	1	Apartamento	Venda	210000
110	Recreio dos Bandeirantes	Rio de Janeiro	Rua Desembargador Paulo Alonso	RJ	-23.0185107	-43.4757834	3	1	2	Apartamento	Venda	830000
259	Leblon	Rio de Janeiro	Rua Almirante Pereira Guimarães	RJ	-22.9853675	-43.2167728	4	1	2	Apartamento	Venda	6500000
320	Laranjeiras	Rio de Janeiro	Rua Pereira da Silva	RJ	-22.9305146	-43.1875675	5	1	2	Apartamento	Venda	2500000
148	Botafogo	Rio de Janeiro	Rua Assunção	RJ	-26.9225709	-49.0606445	4	3	2	Apartamento	Venda	2700000
48	Ipanema	Rio de Janeiro	Rua Teixeira de Melo	RJ	-22.9839075	-43.198714	1	0	0	Apartamento	Venda	745000
68	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0097423	-43.3548121	1	0	1	Apartamento	Venda	870000
67	Moneró	Rio de Janeiro	Estrada do Dendê	RJ	-22.7960685	-43.1952489	3	0	1	Apartamento	Venda	390000
50	Coelho Neto	Rio de Janeiro	Rua Genésio Pires	RJ	-22.8294995	-43.3521267	2	0	1	Apartamento	Venda	140000
168	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Araguaia	RJ	-22.9349718	-43.3362521	3	2	2	Apartamento	Venda	750000
187	Flamengo	Rio de Janeiro	Rua Senador Vergueiro	RJ	-22.9394376	-43.1767126	4	1	1	Apartamento	Venda	2950000
100	Copacabana	Rio de Janeiro	Rua Cinco de Julho	RJ	-22.9723475	-43.1911866	2	0	1	Apartamento	Venda	1350000
59	Curicica	Rio de Janeiro	Estrada Santa Maura	RJ	-22.96431197	-43.39777303	3	1	1	Apartamento	Venda	320000
74	Jardim Botânico	Rio de Janeiro	Rua Maria Angélica	RJ	-22.9599227	-43.2079383	2	1	1	Apartamento	Venda	1450000
70	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0114565	-43.322469	1	0	1	Apartamento	Venda	1300000
252	Ipanema	Rio de Janeiro	Rua Nascimento Silva	RJ	-26.9225117	-49.0607072	3	1	3	Apartamento	Venda	7500000
67	Barra da Tijuca	Rio de Janeiro	Avenida Embaixador Abelardo Bueno	RJ	-22.9728572	-43.3886062	2	1	1	Apartamento	Venda	630000
116	Tijuca	Rio de Janeiro	Rua Doutor Satamini	RJ	-22.9199604	-43.22130214	3	0	1	Apartamento	Venda	639999
90	Tijuca	Rio de Janeiro	Rua Uruguai	RJ	-22.935721	-43.239069	3	1	1	Apartamento	Venda	650000
77	Glória	Rio de Janeiro	Rua Benjamim Constant	RJ	-22.9216828	-43.181771	2	0	1	Apartamento	Venda	650000
66	Tijuca	Rio de Janeiro	Rua Félix da Cunha	RJ	-22.9265052	-43.2207759	2	0	0	Apartamento	Venda	290000
301	Barra da Tijuca	Rio de Janeiro	Avenida Afonso de Taunay	RJ	-23.0086812	-43.3124417	3	3	3	Apartamento	Venda	2500000
189	Barra da Tijuca	Rio de Janeiro	Avenida Flamboyants da Península	RJ	-22.9898342	-43.3514073	4	4	3	Apartamento	Venda	1915920
166	Recreio dos Bandeirantes	Rio de Janeiro	Rua João Batista Vigo	RJ	-23.0188732	-43.4548613	3	1	2	Apartamento	Venda	1100000
117	Recreio dos Bandeirantes	Rio de Janeiro	Rua Ivo Borges	RJ	-23.0158905	-43.4655257	2	1	2	Apartamento	Venda	705000
58	Curicica	Rio de Janeiro	Rua Soldado Damasio Gomes	RJ	-22.9594896	-43.3911537	2	1	1	Apartamento	Venda	269000
70	Ipanema	Rio de Janeiro	Rua Antônio Parreiras	RJ	-22.9837075	-43.1958071	2	1	0	Apartamento	Venda	980000
72	Freguesia (Jacarepaguá)	Rio de Janeiro	Avenida Tenente-Coronel Muniz de Aragão	RJ	-22.9557429	-43.3533543	3	1	2	Apartamento	Venda	480000
67	Engenho de Dentro	Rio de Janeiro	Rua Mapurari	RJ	-22.9095027	-43.2976897	2	0	1	Apartamento	Venda	285000
57	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0249348	-43.4575632	1	0	1	Apartamento	Venda	750000
70	Cidade Jardim	Rio de Janeiro	Avenida Vice-Presidente José Alencar	RJ	-22.9657101	-43.3868343	2	1	1	Apartamento	Venda	525000
71	Laranjeiras	Rio de Janeiro	Rua Paissandu	RJ	-22.935569	-43.1796799	2	0	0	Apartamento	Venda	690000
105	Copacabana	Rio de Janeiro	Rua Figueiredo Magalhães	RJ	-22.9705243	-43.1852932	3	2	0	Apartamento	Venda	1300000
123	Barra da Tijuca	Rio de Janeiro	Avenida Prefeito Dulcídio Cardoso	RJ	-23.0073134	-43.3328569	3	3	2	Apartamento	Venda	1700000
54	Ribeira	Rio de Janeiro	Rua Doutor Guapiacu	RJ	-14.235004	-51.92528	2	0	1	Apartamento	Venda	350000
26	Copacabana	Rio de Janeiro	Avenida Princesa Isabel	RJ	-22.9617509	-43.1748504	1	0	0	Apartamento	Venda	349000
66	Cachambi	Rio de Janeiro	Rua Capitão Resende	RJ	-22.8967086	-43.272253	2	0	1	Apartamento	Venda	290000
94	Freguesia (Jacarepaguá)	Rio de Janeiro	Rua Araguaia	RJ	-22.9344749	-43.3349348	3	1	2	Apartamento	Venda	670000
115	Barra da Tijuca	Rio de Janeiro	Avenida Gastão Senges	RJ	-23.0023627	-43.3413054	3	1	2	Apartamento	Venda	1335000
40	Copacabana	Rio de Janeiro	Rua Rodolfo Dantas	RJ	-22.9658525	-43.1792207	1	0	0	Apartamento	Venda	650000
152	Barra da Tijuca	Rio de Janeiro	Rua General Ivan Raposo	RJ	-23.0081213	-43.3127715	3	1	2	Apartamento	Venda	1580000
111	Copacabana	Rio de Janeiro	Avenida Atlântica	RJ	-22.9639	-43.1709599	3	1	0	Apartamento	Venda	2450000
90	Copacabana	Rio de Janeiro	Rua República do Peru	RJ	-22.968007	-43.1814429	2	0	0	Apartamento	Venda	1300000
75	Tijuca	Rio de Janeiro	Rua do Bispo	RJ	-14.235004	-51.92528	3	1	1	Apartamento	Venda	499900
60	Méier	Rio de Janeiro	Rua Rio Grande do Sul	RJ	-22.8985661	-43.2741895	2	0	1	Apartamento	Venda	238000
50	Barra da Tijuca	Rio de Janeiro	Avenida Lúcio Costa	RJ	-23.0098146	-43.3528109	1	0	1	Apartamento	Venda	780000
301	Barra da Tijuca	Rio de Janeiro	Rua General Ivan Raposo	RJ	-23.0105838	-43.3136942	3	3	3	Apartamento	Venda	2390000
60	Praça Seca	Rio de Janeiro	Rua Doutor Bernardino	RJ	-22.8986823	-43.3452017	2	0	2	Apartamento	Venda	140000
69	Freguesia (Jacarepaguá)	Rio de Janeiro	Estrada do Bananal	RJ	-22.9429855	-43.3314525	2	1	1	Apartamento	Venda	375000
76	Jardim Botânico	Rio de Janeiro	Rua Conde Afonso Celso	RJ	-22.9621344	-43.2172058	2	0	1	Apartamento	Venda	1480000
110	Península	Rio de Janeiro	Rua Jacarandás da Península	RJ	-22.988612	-43.350626	2	1	1	Apartamento	Venda	1100000
73	Flamengo	Rio de Janeiro	Rua Senador Vergueiro	RJ	-22.9357655	-43.1749811	2	0	1	Apartamento	Venda	1160000
90	Tauá	Rio de Janeiro	Rua Capanema	RJ	-22.792832	-43.185049	3	1	1	Apartamento	Venda	390000
70	Tijuca	Rio de Janeiro	Rua Maxwell	RJ	-22.9239236	-43.2504558	1	0	1	Apartamento	Venda	435000
245	Praça Seca	Rio de Janeiro	Rua Capitão Menezes	RJ	-22.893216	-43.3463197	3	3	2	Apartamento	Venda	670000
70	Copacabana	Rio de Janeiro	Rua Pompeu Loureiro	RJ	-22.9755865	-43.1937354	2	0	0	Apartamento	Venda	650000
154	Barra da Tijuca	Rio de Janeiro	Rua Coronel Euríco de Sousa Gomes Filho	RJ	-23.0113665	-43.3180945	4	1	2	Apartamento	Venda	1750000
270	Leblon	Rio de Janeiro	Rua General Artigas	RJ	-22.9859477	-43.2252059	4	4	3	Apartamento	Venda	8500000
80	Recreio dos Bandeirantes	Rio de Janeiro	Avenida José Luiz Ferraz	RJ	-23.0229375	-43.4884696	2	1	1	Apartamento	Venda	570000
171	Flamengo	Rio de Janeiro	Praia do Flamengo	RJ	-22.9318083	-43.1747156	3	1	0	Apartamento	Venda	1890000
74	Copacabana	Rio de Janeiro	Rua Domingos Ferreira	RJ	-26.9225117	-49.0607072	3	1	1	Apartamento	Venda	1300000
114	Recreio dos Bandeirantes	Rio de Janeiro	Estrada Benvindo de Novaes	RJ	-23.0282198	-43.4690601	4	1	2	Apartamento	Venda	890000
74	Recreio dos Bandeirantes	Rio de Janeiro	Avenida Alfredo Balthazar da Silveira	RJ	-23.0118184	-43.4431437	2	2	0	Apartamento	Venda	560000
89	Ipanema	Rio de Janeiro	Rua Prudente de Morais	RJ	-22.9854541	-43.1997715	1	1	1	Apartamento	Venda	2634993
89	Flamengo	Rio de Janeiro	Rua Paissandu	RJ	-22.93441077	-43.17712295	3	1	0	Apartamento	Venda	850000
160	Copacabana	Rio de Janeiro	Rua Bolivar	RJ	-22.976062	-43.1890315	3	1	0	Apartamento	Venda	1680000
62	Rio Comprido	Rio de Janeiro	Avenida Paulo de Frontin	RJ	-22.9270639	-43.2093239	2	1	0	Apartamento	Venda	310000
100	Copacabana	Rio de Janeiro	Rua Domingos Ferreira	RJ	-22.9714853	-43.1856476	2	1	0	Apartamento	Venda	1700000
84	Barra da Tijuca	Rio de Janeiro	Rua Sérgio Camargo	RJ	-22.9694381	-43.3878737	3	1	1	Apartamento	Venda	622000
134	Barra da Tijuca	Rio de Janeiro	Avenida Olof Palme	RJ	-22.9802291	-43.4139358	3	3	2	Apartamento	Venda	1150000
360	Copacabana	Rio de Janeiro	Rua Leopoldo Miguez	RJ	-22.974441	-43.190485	4	1	1	Apartamento	Venda	3500000
65	Barra da Tijuca	Rio de Janeiro	Rua Coronel Paulo Malta Resende	RJ	-23.0038104	-43.3284219	2	1	1	Apartamento	Venda	650000
